Address,Category,Latitude,Longitude,Name,Phone,State,Township,geohash
"Zagywe-63, Ar Thaw Ka St., Bayint Naung Warehouses,",Warehouses [Rice],16.858841,96.214516,Kan Baw Za,"
09-73080656, 01-3680828, 01-3681015
", :Yangon Region ," :Mayangone
",w4urvmj
"6, Bayint Naung Rd., Shwe Marlar Yeikmon,",Generators & Transformers Sales/Services & Rental,16.82834,96.122455,"Ever Seiko Co., Ltd."," :
", :Yangon Region ," :Kamayut
",w4urerd
"35 St., Between 72 St. and 73 St.,",Aluminium/Tin & Zinc Materials,21.968487,96.096233,Nay La,"
09-43061674, 09-402547627
", :Mandalay Region ," :Chan Aye Thar Zan
",w5ukfxp
"152-153, 65 St., Between Mya Waddi Min Gyi St. and Thar Yar Waddi Min Gyi St., ",Pickle Tea Leaves & Assortments,21.923269,96.105329,Shan Shwe Taung,"
09-5148701, 09-91015422
", :Mandalay Region ," :Pyigyi Tagon
",w5ukdzj
"672/Ka, Nwe Thar Gi 1st St.,",Thingans & Monk's Utensils,16.911077,96.156802,Kan Yeik San,"
09-73064189, 09-773064189
", :Yangon Region ," :North Okkalapa
",w5h2hne
"7, Aung Theiddi St.,",Hotel Equipment & Supplies,16.871811,96.124278,Season,"
09-5132529, 09-420081288
", :Yangon Region ," :Mayangone
",w4urgr7
"23-A, Shan Kone St., Myaynigone,",Employment Agencies,16.806281,96.138251,"DAGON GLORY CO., LTD.", :, :Yangon Region ," :Sanchaung
",w4ureem
"Rm 010, Bldg C/1, 1st Flr, Hnin Si 2nd St., Highway Complex Condo,",Electrical & Mechanical Services,16.820155,96.124153,"AZ Engineering Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4ureq5
"334, 1st St., Gyoh Gone (East) Ward,",Noodles & Vermicelli [Assorted],16.88112,96.121644,Hnin Si,"
09-73117026, 09-73209968, 09-43116000
", :Yangon Region ," :Insein
",w5h2531
"Zay Pat St, West of Yangon-Mandalay St, ",Electrical Goods Sales,21.604694,96.135986,Aung,"
066-2050617, 066-2050047
", :Mandalay Region ," :kyaukse
",w5u6gth
"37, 1st Flr, Hanthawaddy Rd., Ward (5),",Machinery & Spare Parts Dealers,16.814594,96.130266,"Integrated Trading Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4uremp
"151, 9th Flr, War Dan St., Corner of Bogyoke Aung San Rd.,",Cooking Oil,16.779005,96.139595,"First Top Group Co., Ltd.","
01-227757, 01-227758, 01-227759
", :Yangon Region ," :Lanmadaw
",w4ur7ww
"82, 1st Flr, Hledan St., Middle Block,",Decorators & Decorating Materials,16.77665,96.14357,"Golden Sketch Co., Ltd.","
09-250952456, 09-421101029
", :Yangon Region ," :Lanmadaw
",w4ur7y1
"134/136, Kon Zay Dan St., Lower Block,",Paint & Varnish,16.77329,96.154483,Ko Hla Aung, :, :Yangon Region ," :Pabedan
",w4urkj3
"132, 2nd Flr, 16th St., Middle Block,",Tourism Services,16.777563,96.146877,Mores Myanmar, :, :Yangon Region ," :Lanmadaw
",w4ur7yk
"7/2/B, Strand Rd., Myanma Industrial Port,",Shipping Agents,16.777923,96.131112,Continental Shipping Line Pte. Ltd., :, :Yangon Region ," :Ahlone
",w4ur7w2
"117/119, Kyauk Myaung St.,",Convenience Stores,16.803921,96.17626,Kyauk Myaung,"
01-541458, 01-707751, 09-773099333
", :Yangon Region ," :Tarmwe
",w4urse1
"1024, Thu Mingalar Rd., Ward (6),",Building Materials,16.850978,96.176664,Bago Thu,"
09-951924951, 09-427686851, 09-404097542
", :Yangon Region ," :South Okkalapa
",w4urue9
"334/344, Rm 05, Bldg 502 Bangan, Between 1st St. and Anawrahta Rd.,",Security Systems & Equipment,16.777541,96.13769,"The Active Technologies Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4ur7wm
"409 & 410, Bayint Naung Rd., Corner of Hledan Rd., Bayint Naung Tower 2, Condo-B,",Pre-Schools,16.8227485,96.1235067,SIEC,"
01-502128, 01-502127
", :Yangon Region ," :Kamayut
",w4ureq7
"129, Bo Min Yaung Rd.,",Construction Services,16.786974,96.169916,Asia Win Construction Group, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkru
"90, 1st Flr, Kaba Aye Pagoda Rd.,",Hotels,16.818308,96.156519,Sunny Paradise Resort, :, :Yangon Region ," :Bahan
",w4ursje
"132, 1st Flr, 34th St., Middle Block,",Architects,16.776126,96.159952,P3T, :, :Yangon Region ," :Kyauktada
",w4urknj
"151, Rm 1002, 10th Flr, Bogyoke Aung San Rd., Corner of War Dan St., Tower B, Ward (8),",Plastic Materials & Products,16.778387,96.13914,"First Top Plastics & Chemical Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4ur7wq
"Ngwe Pin Lae Industrial Zone,",Concrete Products,16.900551,96.064249,KKK,"
09-5158379, 09-421716587
", :Yangon Region ," :Hlaing Thar Yar
",w5h21ux
"Za/61, Ar Thaw Ka St., Bayint Naung,",Warehouses [Rice],16.864203,96.106195,Lwin,"
09-5015720, 09-5050393, 01-681477, 01-686395
", :Yangon Region ," :Mayangone
",w4urfyn
"515-1/Ka Gyi, Lower Kyee Myin Daing Rd., Kayin Ah Myoe Thar Ward,",Insurance Agents,16.796702,96.126061,Capital Life Insurance, :, :Yangon Region ," :Kyeemyin Daing
",w4ure3s
"23, Bo Cho St., Ingyin Myaing Housing, Bo Cho Ward (1),",Generators & Transformers Sales/Services & Rental,16.80494,96.174821,"IME International Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urse0
"201, Seik Kan Thar St., Middle Block,",Air Conditioning Equipment Sales & Repair,16.778229,96.163315,Five Star,"
01-385246, 01-391618, 09-5118004
", :Yangon Region ," :Kyauktada
",w4urknr
"22/3A, Shwe La Wun St., Kyun Taw (South) Ward,",Lifts & Escalators,16.804892,96.131825,"Prototype International Co., Ltd.", :, :Yangon Region ," :Sanchaung
",w4uree1
"12, G Flr, Aung Mingalar St., Kyauk Myaung Gyi Ward,",Garment Industries,16.801499,96.175403,"All Win Tex Co., Ltd.", :, :Yangon Region ," :Tarmwe
",w4ursd8
"Rm 5, Bldg 2, 1st Flr, Hnin Si St.,",Sand Papers,16.79308,96.175048,"Myanmar Reliance Energy Co., Ltd.", :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urs90
"23, Nyaung Tone St.,",Construction Services,16.8055081,96.130815,Hope Construction," :
", :Yangon Region ," :Sanchaung
",w4uree2
"149, 16th St.,",Gas Piping Installation & Consultancy,16.773722,96.146811,"Central LPG Piping Development Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4ur7ve
"15/28, East Race Course Rd.,",Power Tools,16.821929,96.172072,"I.E.M Co., Ltd (BOSCH)", :, :Yangon Region ," :Tarmwe
",w4ursqq
"15/B, Kyaung St.,",Electrical & Mechanical Services,16.7865036,96.126301,"Improtech Myanmar Electrical Engineering Co., Ltd.", :, :Yangon Region ," :Ahlone
",w4ur7rv
"Rm 3/4, Thiri Mon 3rd St., Bayint Naung, Thiri Mon Plaza,",Generators & Transformers Sales/Services & Rental,16.858503,96.10628,Lucky,"
01-3681239, 01-3686659, 09-5016543, 09-5157720
", :Yangon Region ," :Mayangone
",w4urfuy
"163, Theingar St.,",Motion Picture Producers,16.816487,96.195264,Dream World,"
01-563591, 09-5044283
", :Yangon Region ," :Thingangyun
",w4ursvr
"281/285, 1st Flr, Anawrahta Rd.,",Nurse-Aid Training Centres,16.774499,96.157957,Aung Baik Hman,"
09-421119700, 09-73041296
", :Yangon Region ," :Pabedan
",w4urkjs
"150, 4th Flr, Myanma Gone Yee St., Between 89th St. and 90th St.,",Packing/Filling & Wrapping Materials & Equipment,16.78653,96.164065,GGRD Carton Box Manufacturing Factory,"
09-263455548, 09-263455549, 09-263455528, 09-263455529
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urkrb
"Rm 4, Bldg 391, No.(1) Industrial Rd.,",Stickers,16.825141,96.158166,Progress Myanmar, :, :Yangon Region ," :Yankin
",w4ursnu
"9-A, Rm 26-27, Nawaday Shop House,",Racking Storage Systems,16.863186,96.069396,"Myanmar Runpu Equipment Co., Ltd.","
09-250260318, 09-260700168, 09-256510126
", :Yangon Region ," :Hlaing Thar Yar
",w4urfjg
"6/7, G Flr, Shwe Mingalar Market, Beside Entrance (1),",Batik,16.793219,96.175167,Shwe Tasin,"
09-49600949, 09-769036067, 09-799886774
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs90
"Rm 3, Bldg 7, Bayint Naung Rd., Near Butar Yone Bus Stop,",Air Conditioning Equipment Sales & Repair,16.849962,96.116486,San Shwe Myint,"
09-420282624, 09-264669511, 09-253923708
", :Yangon Region ," :Hlaing
",w4urg5m
"39/129, Than Chet Wun U Nyunt St., Industrial Zone (2),",Soft Drinks/Juices & Beverages,16.7750449,96.15268,Panda Beverages Group,"
09-73142305, 09-5191764, 01-618438
", :Yangon Region ," :Shwe Pyi Thar
",w4urkjb
"72, 1st Flr, Yangon-Insein Rd.,",Medicine Shops,16.83351,96.128846,"Nutra Power Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4urg2q
"27, 35 St., Corner of 68 St.,",Mobile Phones & Accessories,21.968187,96.102661,M Mobile,"
09-797204866, 09-972908969
", :Mandalay Region ," :Maha Aung Myay
",w5ukfz5
"W-5/6, Aung San Stadium,",Embroidery Machines & Services,16.783817,96.159612,"Aung Parami International Trading Co., Ltd.", :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkpm
"64 St., Corner of Yaw Min Gyi St., Industrial Zone(1),",Hydraulic Equipment & Oil,21.887846,96.106557,Ko Lay,"
09-797543787, 09-401643291
", :Mandalay Region ," :Pyigyi Tagon
",w5ukdbw
"206, G Flr, 40th St., Middle Block,",Press & Printers [Offset],16.775576,96.163922,Xperience, :, :Yangon Region ," :Kyauktada
",w4urkmb
"F, Thein Gyi Zay(D) Shed, 24th St.,",Electronic Equipment Sales & Repair,16.776871,96.152718,Ko Aung Naing,"
01-242775 Ext: 2036, 09-73038186, 09-964039902
", :Yangon Region ," :Latha
",w4urkn0
"810, Bogyoke Aung San Rd., Sein Gay Har(1),",Hospitals [Private],16.78058,96.137242,Vichaivej,"
01-223542, 09-772777799, 09-792777799
", :Yangon Region ," :Lanmadaw
",w4ur7wv
"32 St., Between 81 St. and 82 St.,",Tourism Services,21.974253,96.081466,Travel Life,"
09-441007044, 09-442235335
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um42k
"66 St., Between 20 St. and 21 St., Nan Shae, Inside Pantayar Kyaung Win,",Myanmar Orchestras,21.989846,96.109064,Thar Bo Naing,"
09-256166123, 09-402688820
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um550
"36, Baho Rd.,",Stationery,16.81038,96.127697,Robot,"
09-73026803, 09-5193822, 09-250025606
", :Yangon Region ," :Sanchaung
",w4urekn
"129, 16th St.,",Security Systems & Equipment,16.775363,96.147053,3 Star CCTV Sales & Service, :, :Yangon Region ," :Lanmadaw
",w4ur7vu
"25, G Flr, No.(4) Main Rd., Ward (1),",Motorcycle Accessories & Parts,16.946529,96.102181,Aung Zabu,"
09-5126165, 09-5503725, 09-73150256
", :Yangon Region ," :Shwe Pyi Thar
",w5h26v5
"Thukha Mingalar (2) Ward,",Charities,22.009193,96.172866,Myittar Parami Monestry,"
09-797817040
", :Mandalay Region ," :Patheingyi
",w5umhqw
"45/47, 53rd St.,",Welding Equipment & Services,16.775872,96.173178,Myanma Motif Ltd., :, :Yangon Region ," :Pazundaung
",w4urkmz
"135, 30th St.,",Electrical Goods Sales,16.775628,96.156775,A1 Electric,"
01-246423, 01-385285, 01-552604
", :Yangon Region ," :Pabedan
",w4urkjg
"80, Bo Hmu Ba Htoo Rd., Ward (43),",Car Workshops,16.890586,96.178043,Ever New,"
09-5044113
", :Yangon Region ," :North Dagon
",w5h2hdf
"Pyay Rd., 9 Mile,",Car Wheels/Tyres & Tubes Dealers,16.78932,96.127647,Tri Star, :, :Yangon Region ," :Mayangone
",w4ure2q
"157/240, Top of Yadanar Pon 2nd St, Near 10 Market, Ward (10-North),",Gold Shops/Goldsmiths,16.834762,96.156893,Shwe Yee Win,"
09-972861027, 09-798193829
", :Yangon Region ," :Thaketa
",w4uru0e
"5A, Mya Wutt Yee St., Ward (13),",Safety/Road Traffic Safety Product/Sailor's Equipment,16.854369,96.162288,Tha Pyay Hardware Store, :, :Yangon Region ," :Yankin
",w4uruhp
"A-200, 1st Flr, Kamaryut Butar Yon St., Ward (2),",Dentists & Dental Clinics,16.836863,96.117012,My Dentist,"
09-73060409, 09-5127045, 09-793114228
", :Yangon Region ," :Hlaing
",w4urg1n
"138/142, Bldg A, G Flr, Thein Phyu Rd.,",Fire Extinguishers & Fire Fighting Equipment,16.770434,96.166968,"FPL Co., Ltd.", :, :Yangon Region ," :Botahtaung
",w4urkkf
"10-23, Aung Chan Thar 4th St., Aung Myaytharsi Housing,",Schools [Private],16.833106,96.124904,PISM," :
", :Yangon Region ," :Kamayut
",w4urg2k
"222, 27th St., Ward (5),",Lotteries,16.779197,96.15501,Yadanar Thein Htike Aung,"
01-381188, 01-385987, 01-705843
", :Yangon Region ," :Pabedan
",w4urkn9
"4/Kagyi, Parami Rd., Ward (10),",Building Materials,16.850512,96.158711,Pyan Hlwar, :, :Yangon Region ," :Mayangone
",w4uru5s
"Rm C-907, Bldg C, 9th Flr, Pearl Condo,",Advertising Agencies,16.811849,96.156174,"The Loud Minority Co., Ltd."," :
", :Yangon Region ," :Bahan
",w4urshd
"61, Bogyoke Aung San Market, Inner East Wing,",Slipper Shops,16.775988,96.15478,Pan Cherry,"
09-448009448, 09-448037482
", :Yangon Region ," :Pabedan
",w4urkjc
"258, Rm 5A, Kyaikkasan Rd.,",Security Services,16.80566,96.175983,Active Alert Security & General Services, :, :Yangon Region ," :Tarmwe
",w4urse3
"224, Seik Kan Thar Rd., Industrial Zone (1),",Concrete Products,16.810882,96.264975,"Yangon Concrete Co., Ltd.", :, :Yangon Region ," :Dagon Seikkan
",w4urws6
"249, 1st Flr, Ngu War St.,",Advertising Agencies,16.789553,96.126445,Asia Green Land, :, :Yangon Region ," :Ahlone
",w4ure2m
"4/38, Than Thu Mar Rd., (Nga/Ka) Ward,",Fire Extinguishers & Fire Fighting Equipment,16.8324675,96.2058082,"Highest Engineering Group Co., Ltd.","
09-778077712, 09-778077713, 09-420018367
", :Yangon Region ," :Thingangyun
",w4urv0q
"215, Ngu War St.,",Car & Truck Rentals,16.789996,96.126475,Smart, :, :Yangon Region ," :Ahlone
",w4ure2t
"22/23, De Pe Yinn Wun Htauk U Myel St., Industrial Zone (3),",Building Materials,16.857997,96.065576,"EVA Co., Ltd."," :
", :Yangon Region ," :Hlaing Thar Yar
",w4urfhb
"No.(4) Main Rd., Thar Du Kan Industrial Zone,",Car Body Workshops,16.980112,96.093865,U Tun Wai,"
01-3611647, 01-3610368, 09-421107838
", :Yangon Region ," :Shwe Pyi Thar
",w5h2dej
"279, Bawga Bala St., Industrial Zone,",Air Conditioning Equipment Sales & Repair,16.862169,96.15658,YM Airconditioning Engineering Pte Ltd., :, :Yangon Region ," :North Okkalapa
",w4uruje
"240/B, G Flr, Setyone Street, Bamar Aye Ward,",Advertising Agencies,16.802355,96.196151,Entity Design,"
09-250359026, 09-795846339
", :Yangon Region ," :Dawbon
",w4ursfz
"82, Thukha St., Ward (5),",Consultants & Consultancy Services,16.881365,96.14775,"PTG (Yangon) Co., Ltd.","
09-794237423, 09-784333367
", :Yangon Region ," :Mayangone
",w5h25ch
"50, Shwe Dagon Pagoda Rd.,",Hardware Merchants & Ironmongers,16.892095,96.122451,Mya Yadanar,"
01-371242, 09-5181212, 09-795181212
", :Yangon Region ," :Pabedan
",w5h2574
"96(7-A), 42nd St., Ward (8),",Logistics Services,16.77195164,96.16520977,"Cargo Safe Myanmar Logistics Co., Ltd.", :, :Yangon Region ," :Botahtaung
",w4urkm1
"532, Bayint Naung Rd., Pauk Taw Wa,",Biriani,16.8845193,96.0980411,Mula Sein Lann Myanmar,"
09-421024418, 09-43043771, 09-455229539, 09-450596938
", :Yangon Region ," :Insein
",w5h24c8
"357/359, 6th Flr, Thein Phyu Rd.,",Education Services,16.7846172,96.1668089,Asia Pacific Consultancy (APC), :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkrd
"5-A, Pyay Rd., Ward (10),",Insurance Agents,16.840723,96.134874,"Excellent Fortune Insurance Co., Ltd. [EFI]", :, :Yangon Region ," :Hlaing
",w4urg9g
"62 St., Between Manaw Hari St. and Sein Pan St., Myothit,",Confectioneries,21.931758,96.110193,ET Brother,"
02-81838, 09-2059161
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukg09
"117/B, Pyay Rd., Near Sawbwargyi Gone Compound,",Restaurants,16.888502,96.127809,Taung Htate Pann Pwint,"
09-8631670, 09-43066692, 09-5035198
", :Yangon Region ," :Insein
",w5h256q
"164, 45th St., Upper Block, Ward (9),",Security Systems & Equipment,16.773608,96.167683,Vanguard, :, :Yangon Region ," :Botahtaung
",w4urkme
"197/1, Than Thu Mar Rd., Corner of Yin Mar St., Ward (14/3),",Aluminium Frames & Furnitures,16.853505,96.184882,Top Star,"
09-5143159, 09-765143159
", :Yangon Region ," :South Okkalapa
",w4urusp
"22, 1st Flr, Bogyoke Aung San Market, Face Wing,",Gemmological Institutes,16.77991,96.15605,Summit,"
01-253508, 09-5411596
", :Yangon Region ," :Pabedan
",w4urknd
"714/A, Bo Tayza St., 10 Mile,",Garment Industries,16.887098,96.129528,Brothers Club,"
01-663645, 09-421158057, 09-250268196
", :Yangon Region ," :Insein
",w5h256p
"45/C, Pyay Rd., 7 Mile, Ward (7),",Jewellery Shops,16.8591,96.141812,Min Thiha,"
09-795000051, 09-5015785, 09-795000052
", :Yangon Region ," :Mayangone
",w4urgv0
"25/26, Bayint Naung Rd., Ward (3),",Electrical Goods Sales,16.853717,96.108075,"Client Focus Technology Group Co., Ltd. [CFTG]", :, :Yangon Region ," :Hlaing
",w4urfup
"79, G Flr, Hledan Rd.,",Car Security Systems & Equipment,16.826615,96.129728,"Gosafe Co., Ltd.","
09-442299772, 09-43158852
", :Yangon Region ," :Kamayut
",w4urerp
"Rm H-40/41, Thudhamar Rd., Thiri Yadanar Retail/Wholesale Market, Aung Mingalar High-Way Bus Terminal,",Crane Sales & Services,16.923741,96.154197,"Ta Shing Fa Machinery Co., Ltd.","
09-252240686, 09-768081951
", :Yangon Region ," :North Okkalapa
",w5h2k0c
"135, R-2 St., Top of 9th St., Yangon Industrial Zone,",Pipes & Pumps Accessories,16.943563,96.190573,"MPG Co., Ltd.", :, :Yangon Region ," :Mingalardon
",w5h2ku7
"313/C, Pyay Rd.,",Jades,16.77942,96.153775,Green Heaven,"
01-534905, 01-505301
", :Yangon Region ," :Sanchaung
",w4urkn9
"101, 27th St., Middle Block,",Plastic Processing & Raw Materials,16.775801,16.155012,Tharaphu San, :, :Yangon Region ," :Pabedan
",s6grrtg
"1024, Kyan Sar Thin Kyaung St., East Gyoh Gone, ",Furniture Marts,16.880064,96.113634,"95 Myanmar Trading Co., Ltd.","
01-3644165, 09-788959595, 09-955019595
", :Yangon Region ," :Insein
",w5h250g
"Sagaing-Mandalay St., Near of Sakyi n Wa Car Gate,",Silk Wear,21.890401,96.043076,Shwe Poe Eain,"
09-91037416, 09-402576501, 09-770397091
", :Mandalay Region ," :Amarapura
",w5uk990
"140, Pyi Htaung Su Yeik Thar St.,",Security Systems & Equipment,16.781772,96.146809,"Fortress Land Co., Ltd.","
09-795020552, 09-785020552
", :Yangon Region ," :Dagon
",w4ur7z5
"199, 34th St.,",Water Treatment Systems,16.778786,96.160373,"Myanmar Kowa International Co., Ltd.", :, :Yangon Region ," :Kyauktada
",w4urknm
"Bayint Naung Rd.,",Warehouses [Rice],16.863178,96.107234,Thant,"
09-73249922, 01-3681209, 01-3681504
", :Yangon Region ," :Mayangone
",w4urfvz
"203, 3rd Flr, Maha Bandoola Garden St.,",Consultants [Legal],16.777362,96.160155,Sein Mahar,"
09-5142033, 01-377406
", :Yangon Region ," :Kyauktada
",w4urknj
"29/33, Min St., Ward (2),",Drinking Water [Manu/Dist],16.963341,96.088705,Forest,"
09-5049219, 01-3611286
", :Yangon Region ," :Shwe Pyi Thar
",w5h2d81
"168/170, U Chit Maung Rd., Zay Gwe Bus Stop,",Bakery & Cake Makers,16.822211,96.162941,Kyaing Tone,"
01-544634, 09-450025803
", :Yangon Region ," :Bahan
",w4ursnr
"61(A), Thazin St., Htan Pin Gone, Saw Bwar Gyi Gone Ward,",Construction Services,16.884486,96.118951,TWO NINE Construction & Decoration,"
01-646675, 09-780402647
", :Yangon Region ," :Insein
",w5h251x
"26/C (R-5), Nawaday St.,",Accountants & Auditors,16.783744,96.153601,F.A.A Group, :, :Yangon Region ," :Dagon
",w4urkp2
"111, Ngar Htat Kyee Pagoda Rd.,",Laundries,16.809365,96.165241,Shine Laundry Limited,"
01-545700, 09-8612273, 09-260700712, 09-791799014
", :Yangon Region ," :Bahan
",w4ursk1
"797, Eindar 8th St.,",Heavy Machineries & Equipment,16.907801,96.167198,"Aung And Soe Co., Ltd.", :, :Yangon Region ," :North Okkalapa
",w5h2hmf
"Rm 601, 6th Flr, MGW Centre,",Inspection Services,16.772662,96.164415,OMIC Myanmar, :, :Yangon Region ," :Botahtaung
",w4urkm2
"114, Thamain Bayan Rd.,",Medical Equipment,16.808787,96.178983,"Sitagu Royal Co., Ltd.","
01-548455, 09-794665177, 09-254021553
", :Yangon Region ," :Tarmwe
",w4urseg
"Sasana Yeik Thar St., Har Mitit Bus Stop,",Car Workshops,16.816986,96.159009,Mya," :
", :Yangon Region ," :Bahan
",w4ursjk
"22, 71 St., Between 29 St. and 30 St.,",Restaurants,21.97703,96.098478,Grace,"
09-772150814, 09-789629903
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um4bb
"492, Bayint Naung St., Ward (26),",Construction Services,16.853692,96.212901,"SMG Construction Co., Ltd./Thein Than Scaffolding", :, :Yangon Region ," :South Dagon
",w4urvkh
"86 St., Between 9 St. and 10 St.,",Betel Nuts & Assortments,22.008491,96.083806,Saung Oo,"
09-91001395
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um4qw
